ID,Veröffentlicht,Artikelnummer,EAN code,ABAS-ID,Verwendungszweck,Produkttyp,Mounting:MountingMethod,RatingsCertifications:LuminaireType,RatingsCertifications:LuminairePictograph,Monitoring,Lieferländer-id,Supply,MaxInputVoltageAC,Anschlussquerschnitt,Betriebsart,Batterietechnologie,Lichtquelle,Konstantstrom,Farbtemperatur,RatingCertifications:Certifications,RatingsCertifications:RecognitionDistance,MaterialData:Material,HousingColorInformation:Color,ElectronicPerformanceData:MaxPower,ElectronicPerformanceData:LuminousFluxEmergency,ElectronicPerformanceData:Powerfactor,ElectronicBackupTimes:MaxBackupTime,ElectronicPerformanceData:LuminousFluxMains,TemperaturesBS:MaxTemp,TemperaturesBS:MinTemp,TemperaturesDS:MaxTemp,TemperaturesDS:MinTemp,RatingsCertifications:InsulationClass,RatingsCertifications:IKclass,RatingsCertifications:IngressProtection,Verkaufstext,HousingDimensions:Diameter,HousingDimensions:Height,HousingDimensions:Length,HousingDimension:Width
79483,1,ZPMR029,4262483027066,"(102163,2,0)","Webseite,Katalog",Notleuchte,Bodenaufbau,Sicherheitsleuchte,Nein,CPS,"Deutschland,Global,Polen,GB,Frankreich",Zentralbatterie,230 V,,DS,,LED,,2700 - 4000 K,"CE,Müllentsorgung",,Zinc die-cast,RAL 7016,10 W,610 lm,"0,9 PF",CPS,610 lm,50 °C,-20 °C,50 °C,-20 °C,1,IK 10,IP 65,"<p class=""MsoNormal""><span style=""mso-ansi-language: EN;"">The bollard light has a smooth cylindrical body with no protruding parts. It is made of die-cast aluminum with an anthracite surface. The light outlet is made of robust, transparent polycarbonate a",160 mm,800 mm,,
72827,1,ZPMR029ML,4260766557408,"(87697,2,0)","Webseite,Katalog",Notleuchte,Bodenaufbau,Sicherheitsleuchte,Nein,ML,"Deutschland,Global,Frankreich,GB,Polen",Zentralbatterie,230 V,,BS / DS,,LED,,4200 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 7016,"11,5 W",610 lm,"0,9 PF",CPS,610 lm,50 °C,-20 °C,50 °C,-20 °C,1,IK 10,IP 65,"<p class=""MsoNormal""><span style=""mso-ansi-language: EN;"">The bollard light has a smooth cylindrical body with no protruding parts. It is made of die-cast aluminum with an anthracite surface. The light outlet is made of robust, transparent polycarbonate a",160 mm,800 mm,,
67546,1,ZAW519CC-AZ,4260682157683,"(64328,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,CC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,24 V,"2,5 mm²",BS / DS,,LED,150 mA,6500 K,"Müllentsorgung,CE,D-Zeichen",,Zinc die-cast,RAL 7016,"2,1 W",220 lm,"0,88 PF",CPS,220 lm,40 °C,-5 °C,40 °C,-5 °C,3,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
67491,1,ZAW519CC,4260682157676,"(64327,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,CC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,24 V,"2,5 mm²",BS / DS,,LED,150 mA,6500 K,"Müllentsorgung,CE,D-Zeichen",,Zinc die-cast,RAL 9003,"2,1 W",220 lm,"0,88 PF",CPS,220 lm,40 °C,-5 °C,40 °C,-5 °C,3,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
60531,1,ZAW019ML-AZ,4260659564780,"(2886,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",ELS,,LED,150 mA,6500 K,"Müllentsorgung,CE,D-Zeichen",,Zinc die-cast,RAL 7016,"3,2 W",220 lm,"0,55 PF",CPS,220 lm,40 °C,-30 °C,35 °C,-30 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
60398,1,ZAW019ML,4260581710064,"(2885,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,ML,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Zentralbatterie,230 V,"1,5 mm²",ELS,,LED,150 mA,6500 K,"Müllentsorgung,CE,D-Zeichen",,Zinc die-cast,RAL 9003,"3,2 W",220 lm,"0,55 PF",CPS,220 lm,40 °C,-30 °C,35 °C,-30 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76488,1,ZAW418WL-COOLIP54,4262483025154,"(91989,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",8 h,190 lm,40 °C,-25 °C,35 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76487,1,ZAW418WL-AZ-COOLIP54,4262483025147,"(91988,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",8 h,190 lm,40 °C,-25 °C,35 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
76486,1,ZAW418WL-AZ,4262483025130,"(91987,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",8 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
76485,1,ZAW418WL,4262483025123,"(91986,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",8 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76484,1,ZAW418WB-COOLIP54,4262483025116,"(91985,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",8 h,190 lm,40 °C,-25 °C,35 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76469,1,ZAW418WB-AZ-COOLIP54,4262483026083,"(91978,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",8 h,190 lm,40 °C,-25 °C,35 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
76468,1,ZAW418WB-AZ,4262483025093,"(91977,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",8 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
76467,1,ZAW418WB,4262483025086,"(91976,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",8 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76466,1,ZAW418SC-COOLIP54,4262483025079,"(91975,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",8 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76465,1,ZAW418SC-AZ-COOLIP54,4262483025062,"(91974,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",8 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
76463,1,ZAW418SC,4262483026076,"(91972,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",8 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
66590,1,ZAW018SC-AZ-COOLIP54,4260682149930,"(60642,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 7016,"4,6 W",85 lm,"0,62 PF",8 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
66045,1,ZAW018WB-AZ-COOLIP54,4260659561000,"(28656,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 7016,"5,3 W",85 lm,"0,63 PF",8 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
63819,1,ZAW018WB-COOLIP54,4260659561284,"(5163,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 9003,"5,3 W",85 lm,"0,63 PF",8 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,315 mm,65 mm
63540,1,ZAW018WL-AZ-COOLIP54,4260659564759,"(2882,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 7016,"5,3 W",85 lm,"0,63 PF",8 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,65 mm,315 mm
63282,1,ZAW018SC-COOL,4260581710996,"(2877,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 9003,"4,6 W",85 lm,"0,62 PF",8 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,315 mm,65 mm
62675,1,ZAW018WL-COOLIP54,4260659564773,"(2884,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 9003,"5,3 W",85 lm,"0,63 PF",8 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,315 mm,65 mm
60808,1,ZAW018SC-AZ-COOL,4260682140937,"(2876,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 7016,"4,6 W",85 lm,"0,62 PF",8 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,65 mm,315 mm
60807,1,ZAW018SC-COOLIP54,4260581710774,"(2878,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 9003,"4,6 W",85 lm,"0,62 PF",8 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,315 mm,65 mm
60775,1,ZAW018WL-COOL,4260659564766,"(2883,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 9003,"5,3 W",85 lm,"0,63 PF",8 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,315 mm,65 mm
60774,1,ZAW018WL-AZ-COOL,4260659564742,"(2881,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 7016,"5,3 W",85 lm,"0,63 PF",8 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,65 mm,315 mm
76482,1,ZAW011SC,4260682145017,"(25679,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 9003,"4,6 W",190 lm,"0,62 PF",1 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76462,1,ZAW413WL-COOLIP54,4262483025031,"(91971,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",8 h,190 lm,40 °C,-25 °C,35 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76461,1,ZAW413WL-AZ,4262483025017,"(91970,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",8 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
76460,1,ZAW413WL,4262483025000,"(91969,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",8 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76459,1,ZAW413WB-COOLIP54,4262483024997,"(91968,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",3 h,190 lm,40 °C,-25 °C,35 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76458,1,ZAW413WB-AZ-COOLIP54,4262483024980,"(91967,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",3 h,190 lm,40 °C,-25 °C,35 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
76457,1,ZAW413WB-AZ,4262483024973,"(91965,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",3 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
76456,1,ZAW413WB,4262483024966,"(91964,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",3 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76455,1,ZAW413SC-COOLIP54,4262483024959,"(91963,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",3 h,190 lm,40 °C,-25 °C,35 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76454,1,ZAW413SC-AZ-COOLIP54,4262483024942,"(91962,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",3 h,190 lm,40 °C,-25 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
